-6808.3808518454125,
290.92353204792545,
-3858.783763138554,
-123.34475986123157,
-5894.550974646215,
12874.072595111713,
6085.068700095785,
178.94879527969692,
-1820.877343583657,
-7618.0600552862215,
114.4557311783326,
4.354445968223711,
359.24971486214326,
4978.475338267687,
2895.2751138999897,
-672.2463375499511,
-4072.0431573534806,
15233.878071597946,
1647.1490307208303,
-8474.983083951138,
-6007.964016750321,
9597.637621195601,
-413.6730375831457,
3164.530538833345,
8146.8760876476845,
-1539.7514793860648,
-2443.1998799051576,
-1402.5964779268504,
-275.0366156423564,
-1662.5486770459847,
3.691599081731797,
-5776.535707474371,
2050.7429324802183,
-1029.369898606653,
1867.5197211229108,
54.111079632625646,
-7649.928590797004,
113.14877124694777,
-4618.949487247484,
-43.049344661171574,
902.3538123525019,
353.4494693940391,
-24.19222185977562,
-2.3176871108735373,
-189.08465907708887,
-5100.4943909750755,
-828.8639791221882,
350.88335530886053,
939.3369938367409,
-4949.587250395226,
3034.364941810746,
-10852.587494747226,
4928.8285183802345,
3481.4651614792906,
-143.67154653642314,
2915.8488572625197,
-3287.260281378664,
-892.9056972727615,
-97.79058365125056,
1325.794724786895,
134.87984822073463,
1635.2383980998993,
-0.8764020320254174,
-425.3567147627108,
704.6739156251396,
-448.3399108471068,
-6.379694574311362,
4380.316970460057,
-1516.4782236484723,
1696.2618704532306,
3.4627139837956142,
-127.22781379984016,
117.06177186735714,
1.681938809570038,
0.23124849618643467,
21.46126022625724,
1023.4862679863389,
75.327050371487,
-39.67522609474371,
-73.05484127642684,
626.8948439653431,
-1024.222656773479,
5175.015530409987,
-942.7225930472762,
-2670.28950431143,
17.413354415826124,
-827.9123634980546,
798.5527419737891,
195.49856161893956,
101.35278872822295,
-248.66127590059241,
-14.780574538863876,
-496.81880555780214,
0.04587291151976176,
-3253.827254492972,
9483.81986992657,
-1041.7007055630309,
-38.64621796693758,
-1768.8634938924883,
-7423.791150313352,
-99.00044399155023,
-14.893167080960094,
71.11264619821017,
242.08504896989098,
-27.20379008793177,
-2.495266067971361,
-29.769884574149934,
-3098.8496886071785,
-794.1038821268081,
43.87179408281374,
874.9535285160541,
-1146.7804887101581,
-3595.2641075044526,
-3765.086451508276,
866.6079952895041,
7659.080901398012,
-2220.2657604863184,
5698.544487001675,
-1607.850357565532,
531.3868546086136,
1870.9320863837488,
-94.05282307065573,
-8.20281049460801,
-5549.528317731553,
-4.930859384923841,
9467.989276651737,
-10471.934705018071,
5762.909875647307,
-18.164244512034077,
-2405.1818368812033,
-2118.513149124824,
-8894.873529891913,
-153.61179623764968,
-32.343440393772894,
12726.835458778172,
-97.75065633167675,
7.0560049965078155,
456.83511558231135,
2345.763867463052,
-1134.3037540407604,
-845.1027006045086,
3127.6734924894977,
-9568.368646577948,
-1277.4868364347758,
5624.43662477524,
-3724.366602519085,
5951.6472649354455,
-439.63156410330237,
-4901.067204715174,
-14517.678570843684,
6703.745233924061,
2999.5446498878728,
-1804.8526437122277,
-314.19201646821955,
13370.52878622113,
6.7256498111651295,
