-0.6946783344682199,
2.015709679035764,
-4.85592216242228,
0.17970537143352808,
1.3085869612508083,
-2.300790788680964,
-0.23282375854294426,
0.8550498914023497,
0.04446845736248187,
0.6099618541182442,
0.6260795734688946,
-0.35314797785521224,
1.9327997122344123,
-0.12704413014079294,
-0.2097749654061734,
0.7471542142852613,
0.3069166852977316,
-0.3664394821692686,
0.0583413361823543,
