-0.8473775326193494,
1.1412193667295352,
0.5500021431210954,
-0.5293149448726013,
0.7143646839758417,
0.08182396866336068,
0.08756012267094786,
-0.28560093962477606,
-0.4271083453704445,
0.22525786773047723,
0.05831517950496153,
-0.08716976549353102,
0.12514601824951027,
0.5603650470817014,
-0.22246354302472252,
-0.19288308435672946,
-0.2610933339493683,
0.6911707818262107,
0.05884759662941551,
-0.5177331927145731,
-0.19192655757620705,
-0.15768029961071947,
-0.10309898992023767,
-0.08030546564500336,
-0.15842218347801168,
0.20404210169081752,
0.17167819403879464,
-0.18261568749318216,
0.44418956730433157,
-0.15502660372156915,
0.046383748039341074,
-0.2720861265689788,
0.18534884359384593,
0.5847650434098015,
0.29718859581917634,
0.5725048160434374,
0.38890111816608847,
0.09865280503290845,
0.10191634574782159,
0.6232208660955331,
0.19261421180661345,
0.28282310557809454,
-0.48311475787789404,
-0.08759447854520629,
-0.37901681824602396,
-0.06439229363501675,
0.1587892582658897,
-0.2611540156893651,
0.4190300690529417,
0.2886979912328941,
0.09149733278389112,
-0.214282373695919,
-0.16136006228312538,
-0.04952044929848456,
0.2499914387987158,
0.23181589077556022,
-0.2713472523364137,
0.14988369125125714,
0.518857664074563,
0.1479551727046228,
0.4460471083255645,
-0.286970359390795,
1.5527317167146502,
