-1.2262365509203403,
1.1749954947282755,
0.5741378941378761,
-0.9069359007818873,
0.8241218417304933,
0.035942572967184755,
0.11954036886621013,
-0.551656145539214,
-0.5497813723893807,
0.12993623892051734,
0.2545261680667222,
-0.06120415525309273,
0.26595622277164005,
0.7957068684128281,
-0.26721300712869833,
-0.18843788364359657,
-0.5816352851006736,
0.7738121615885921,
0.12516316501275018,
-0.3365121758243266,
-0.1938293947303938,
-0.19777592989529713,
-0.3618636439330809,
-0.32039715854320455,
0.1321464473272399,
0.23931171373698823,
-0.03379541201971551,
-0.370935904768856,
0.4563931347330615,
-0.025272789966126186,
-0.14274167689604406,
-0.3457004770489514,
1.054533476195227,
0.617268863113608,
0.39477916187302176,
1.5987975999347717,
0.4564760535411917,
0.09411626251104543,
0.13329149295728862,
1.6677279673041403,
0.5560350802223797,
0.6814790184953918,
-1.2253801099869586,
-0.15639936830353565,
-0.85735361231736,
-0.4586394753436417,
0.40859616406804644,
-0.285346273968897,
1.373218360324637,
0.25921781427677004,
0.13709465201439333,
-0.1333185671261517,
-0.16133889448234376,
-0.06178119589454907,
0.8633561608783998,
0.8524635392164467,
-0.8784241946648849,
0.14885600472463387,
1.2339658395963833,
0.5188420661036838,
0.5445095941242738,
-0.9066821041017459,
2.8146282297709004,
