-0.5748304640472943,
0.9810887618125571,
0.5011563435836673,
-0.14567865193509902,
0.45206788591375874,
0.18094811744695485,
-0.05696920072053676,
-0.12844106199306246,
-0.3555623147248224,
0.25343338700211243,
-0.01123739451788562,
-0.0892687041697896,
0.06920739538512412,
0.2179553044719095,
-0.37801759730720264,
-0.25588721592536856,
-0.07730329170923128,
0.5302009369613372,
0.046217553962129156,
-0.5131073331934679,
-0.24001835713535435,
-0.165023876607796,
-0.05182234017572166,
-0.03975317124540823,
-0.11292099717204163,
0.14923167425106354,
0.22555069605930697,
-0.029974331564705865,
0.48203645339775764,
-0.015671328221226664,
0.2455480697156304,
-0.06796812437503398,
0.31461200882910745,
0.2616207648559591,
0.11633113204852866,
0.8136320052069019,
0.1884727823634719,
0.020752763690895973,
-0.030450530954288985,
-0.0020088048686455963,
0.1541221979156615,
0.11778786346128624,
0.05920009143924091,
-0.2174589147026098,
-0.04543240305354955,
-0.12962060839975978,
-0.5099601135704702,
-0.18274331496021956,
-0.10412465685489958,
-0.057738812838346,
-0.07995419149766006,
0.21846851492507646,
0.02584960516630151,
-0.008235512898462236,
-0.06461574943877728,
-0.132360477302988,
0.08652889026130939,
0.06348761531167368,
-0.22067424770320018,
0.25100045199337356,
0.5022419446219389,
-0.4839999098045426,
0.09984973574947516,
