0.5307430910526991,
-0.02407167705396638,
-0.6134717294418123,
-0.05836117966656629,
-0.029920062327491115,
0.09698546897602707,
0.553791187153456,
-0.3007004901622839,
-1.9335475116095646,
-0.5017804636098043,
-0.14337636508966478,
0.1816525818288848,
-0.30984069700643424,
-0.26902542064071494,
0.26515861451812484,
-0.08687632242251118,
0.3821456499548018,
0.1441637992437804,
0.2531894284970518,
4.201952908033364,
