-0.7554348722122727,
1.6149282360764485,
0.7446699853174037,
-0.3070497986753879,
0.9992669772542884,
0.23911482019640304,
0.2435318148773538,
-0.06916151363294988,
-0.39526371494629553,
0.3672136934867287,
-0.05788753304539277,
-0.14913283398057126,
0.0174154457213207,
0.5646811897455252,
-0.1344101578143907,
-0.2469790145718977,
-0.11611692727142887,
0.8574959007650319,
0.11520445405028351,
-0.8618440864335679,
-0.19679130982925708,
-0.04241495921841317,
0.03863829982282226,
0.054225278427861005,
-0.21351696587935806,
0.3196009503312409,
0.35428506528274006,
-0.06992687197315309,
0.6024157238081363,
-0.30837179681830057,
0.30121374645122706,
-3.4900475257708634,
