-0.4294089659564594,
1.7193413666725579,
1.0228390986339115,
-0.10984250373908355,
1.0916693145572303,
0.19557938589525206,
-0.01943673109280072,
-0.032140348130037744,
-0.5181308760561737,
0.5295368852279764,
-0.004945400786221576,
-0.12534426465990173,
-0.13171446791537134,
0.7169902140990883,
-0.17777517135382928,
-0.10648738392828515,
0.1541191952471009,
0.7632197351026108,
-0.060283027158318195,
-1.312461285594952,
-0.07904466611514546,
0.0787043445165441,
0.03275862890224914,
0.10147354179695191,
-0.1999445703018253,
0.16146927028357133,
0.5119649254959187,
-0.30548962000220414,
0.6522163237622847,
-0.45898710754279887,
0.32017728521099736,
-4.773852687122043,
