0.04045480212781555,
-0.003768614348970754,
0.060018381232126695,
-0.06661236726568985,
-0.006774510854676703,
-0.018922822602732533,
-0.016060436563940027,
0.1314931764789632,
-0.07369547310939471,
0.13436095879168372,
-0.15408271097285164,
0.2125930068409295,
-0.01093751936450684,
-0.19550213316522677,
-0.1764097681365637,
-0.3243571433114113,
-0.1501756879748526,
0.02025671976548851,
-0.0013802232690128917,
-0.02017719747119676,
-0.007396269479162068,
-0.016864820868851767,
0.05040596463363963,
-0.14492484660934152,
-0.05299128617651921,
-0.03776608986430292,
0.04696431853688134,
-0.05186219329709442,
-0.23791610835078023,
0.1647239322912355,
0.8409537538492501,
-0.01959467251948441,
0.07289750740140027,
0.027883501992037502,
0.12887567336190436,
0.4813409994818251,
0.01886581247493715,
-0.017579122769429998,
-0.008991964652751268,
0.02458464110684051,
-0.12281170235532975,
0.22666931947005572,
0.009608050052081204,
-0.08068097694099831,
-0.23655000457054345,
-0.3140114594058446,
0.030166667168942275,
-0.053008842600454006,
0.5571645785161863,
0.05757743337820541,
0.01768911867017692,
-0.021342247374876968,
0.0011385578107743356,
-0.011405117567316917,
0.10207238529366049,
-0.23455836709789327,
-0.07429159523895196,
-0.04340032364058357,
0.10477935271174962,
-0.07383756993692721,
-0.024830961730439163,
-0.017498987788051253,
0.08455870235798454,
-0.12518581411471735,
0.09118773467403467,
-0.004516188499418771,
-0.0922347249466082,
0.07014645913407522,
-0.014891723102471452,
0.005144979169560857,
-0.015425654224362238,
0.015297326889446848,
-0.05378927620561462,
0.004341987101491031,
0.0022112294136142005,
0.04622052638814703,
0.1488866732649564,
-0.013041937924341038,
0.009647514097737503,
-0.10786034851965155,
0.005072647732679827,
0.0037491328625514683,
-0.02367234718177888,
-0.02937772398039472,
-0.0004857109644926746,
-0.05959933432504385,
0.06925507499840189,
0.019586541390357134,
0.037457011545495404,
-0.005499422753219628,
0.009890671528463728,
0.026890982140467583,
-0.0034814112660883747,
-0.018668785573391366,
0.043571724860708094,
-0.004717101351000241,
0.14105539852131382,
0.611140811937063,
-0.002494243493107627,
-0.009590239423003978,
-0.008691666342568358,
-0.203220477876652,
-0.03574538185127125,
0.2949684825741575,
0.30205531136770586,
-0.3883246942666989,
0.8401642442256634,
0.1570558427447838,
-0.6855136641933977,
-0.2446086622790784,
-0.8136107675885161,
0.06441799125572764,
0.027920982112432793,
-0.017592631026357313,
-0.030235169918147103,
-0.0183657137646825,
-0.04581130604517338,
0.10841770265817889,
-0.02787036298295224,
-0.04393664823694881,
0.07880174087176472,
-0.059778138486338325,
1.0758360215654625,
-0.5274559367049124,
-0.4888906173937267,
0.03213970547247203,
0.0028191532118339423,
0.02991200324707229,
0.3604436180252995,
0.0017653610688041334,
-0.0042881407592798015,
-0.002915236477174596,
0.16357032396608,
-0.03525455618489251,
0.07631215426600257,
-0.3153190199887094,
0.0015440534252705732,
-0.044279854284159155,
-0.11647016821714268,
0.04162953214664213,
0.21300097772487964,
-0.11805835486434028,
0.01431669014971299,
0.00465373678606848,
-0.008033753622255307,
-0.0006248350538975673,
-0.00600840219187424,
0.03715162775170531,
-0.08442244761363803,
-0.0019922431506507196,
-0.007672944355628208,
0.007363533070356645,
-0.019177762987128748,
0.14798091536734576,
-0.19619868776021795,
0.04111697423646941,
